vendor_name,service_month,consultant_count,hours_billed,amount_billed,amount_paid,accrual_amount,exception_count,accrual_pct
"iTech US, Inc",2020-11-30,20,624,30704,0,30704,20,100
"Noah Consulting, LLC",2017-04-30,8,199.41,30702.19,0,30702.19,4,100
Pontoon Solutions Inc.,2016-09-30,2,344,30662.24,0,30662.24,2,100
Inter-American Development Bank,2017-08-31,10,360,30600,0,30600,10,100
Resource Research Company (RSC Solutions)),2017-06-30,25,872,30520,0,30520,25,100
Infovision Consultants Inc,2020-10-31,12,400,30520,0,30520,12,100
Infosys Limited,2021-11-30,2,168,30513.34,0,30513.34,1,100
Infosys Limited,2022-10-31,3,168,30486.71,0,30486.71,2,100
Inter-American Development Bank,2019-08-03,11,344,30456,0,30456,11,100
Resource Research Company (RSC Solutions)),2017-05-31,25,864,30240,0,30240,25,100
"SPAR Solutions, LLC",2022-01-31,10,336,30240,0,30240,10,100
TCC Software Solutions,2014-12-31,34,650,30216,0,30216,27,100
"Noah Consulting, LLC",2016-04-02,10,192.59,30207.69,0,30207.69,5,100
"NTT DATA, Inc",2015-07-31,16,532,30120,0,30120,16,100
Inter-American Development Bank,2018-03-31,10,340,30096,0,30096,10,100
BCforward,2016-11-30,31,759,30058.76,0,30058.76,27,100
IDC Technologies,2018-04-30,29,564,29980,0,29980,24,100
Senryo Technologies,2017-11-30,20,696,29936,0,29936,20,100
Infosys Limited,2023-11-30,1,172,29928,0,29928,1,100
Inter-American Development Bank,2017-06-30,10,352,29920,0,29920,10,100
Inter-American Development Bank,2017-05-31,10,352,29920,0,29920,10,100
"Noah Consulting, LLC",2017-08-31,30,191.5,29910.9,0,29910.9,10,100
Inter-American Development Bank,2020-01-31,20,334,29888,0,29888,15,100
M3bi LLC,2022-07-31,18,476,29876,0,29876,18,100
"E-Solutions, Inc.",2022-06-30,15,488,29824,0,29824,14,100
Last Word Consulting Inc.,2017-08-31,25,760.5,29818.5,0,29818.5,25,100
Last Word Consulting Inc.,2017-06-30,22,768,29792,0,29792,22,100
Sysmind,2022-09-30,15,504,29736,0,29736,15,100
Inter-American Development Bank,2018-01-31,10,336,29736,0,29736,10,100
Inter-American Development Bank,2018-05-31,10,336,29712,0,29712,10,100
Inter-American Development Bank,2020-10-31,10,332,29704,0,29704,10,100
Inter-American Development Bank,2019-11-30,13,336,29700,0,29700,13,100
Inter-American Development Bank,2020-04-04,10,332,29664,0,29664,10,100
Infosys Limited,2022-11-30,3,160,29622.75,0,29622.75,2,100
Infosys Limited,2021-03-31,1,188,29610,0,29610,1,100
Inter-American Development Bank,2018-06-30,12,334,29556,0,29556,11,100
"ECLAT Integrated Software Solutions, Inc",2015-08-31,10,327.5,29475,0,29475,10,100
"iTech US, Inc",2019-03-02,15,480,29446.4,0,29446.4,15,100
"Luxoft USA, Inc.",2023-03-31,19,368,29440,0,29440,14,100
Sysmind,2022-10-31,25,496,29328,0,29328,19,100
VDart Inc,2017-01-31,15,504,29320,0,29320,15,100
Inter-American Development Bank,2020-10-03,13,329,29308,0,29308,13,100
Pontoon Solutions Inc.,2022-05-07,10,336,29305.92,0,29305.92,10,100
IDC Technologies,2016-04-30,18,624,29292.93,0,29292.93,18,100
Inter-American Development Bank,2017-12-31,12,336,29264,0,29264,12,100
CompuGain LLC,2015-12-31,11,356,29240,0,29240,11,100
"iTech US, Inc",2023-08-19,11,400,29200,0,29200,11,100
CompuGain LLC,2015-10-31,14,356,29192,0,29192,14,100
"Agreeya Solutions, Inc.",2021-09-04,7,178,29160,0,29160,7,100
"Next Level Business Services, Inc.",2024-05-31,21,392,29136,0,29136,16,100
Infosys Limited,2021-09-30,1,178.58,29121.04,0,29121.04,1,100
NGUSoft Inc,2015-08-31,15,520,29120,0,29120,15,100
Inter-American Development Bank,2022-06-30,10,320,29056,0,29056,10,100
Inter-American Development Bank,2016-06-30,10,198,29040,0,29040,10,100
LVN Consulting Corp,2016-11-30,15,424,29024,0,29024,13,100
Inter-American Development Bank,2018-05-05,10,328,29016,0,29016,10,100
Inter-American Development Bank,2019-12-31,14,328,28944,0,28944,14,100
Inter-American Development Bank,2017-11-30,10,332,28908,0,28908,10,100
Inter-American Development Bank,2021-12-31,10,320,28879.68,0,28879.68,10,100
Inter-American Development Bank,2025-05-31,10,296,28830.4,0,28830.4,10,100
Last Word Consulting Inc.,2017-03-31,25,728,28808,0,28808,25,100
"Noah Consulting, LLC",2016-05-31,14,177,28788.34,0,28788.34,9,100
"iTech US, Inc",2017-12-31,18,520,28780.16,0,28780.16,18,100
Infosys Limited,2019-12-31,4,152.5,28779.09,0,28779.09,2,100
"iTech US, Inc",2017-07-31,20,528,28757.12,0,28757.12,18,100
"Luxoft USA, Inc.",2022-06-30,23,360,28736,0,28736,17,100
"Digital Intelligence Systems, LLC (DISYS)",2016-02-29,15,401,28731,0,28731,15,100
Inter-American Development Bank,2019-05-31,10,324,28632,0,28632,10,100
"iTech US, Inc",2015-05-31,16,369.5,28616,0,28616,15,100
Pontoon Solutions Inc.,2020-01-04,11,344,28597.19,0,28597.19,11,100
Inter-American Development Bank,2021-10-31,10,316,28559.04,0,28559.04,10,100
Evoke Technologies Inc,2020-02-29,10,325,28525,0,28525,10,100
"Luxoft USA, Inc.",2024-11-02,10,368,28520,0,28520,10,100
Inter-American Development Bank,2021-10-02,10,315,28465.2,0,28465.2,10,100
BCforward,2016-12-31,26,696,28407.84,0,28407.84,24,100
Infosys Limited,2019-11-30,2,150,28406.95,0,28406.95,1,100
Inter-American Development Bank,2015-12-31,10,197,28400,0,28400,10,100
Last Word Consulting Inc.,2017-05-31,23,723,28392,0,28392,23,100
CES Enterprise LLC,2016-08-31,35,520,28384,0,28384,25,100
Inter-American Development Bank,2021-04-30,10,314,28378.2,0,28378.2,8,100
"iTech US, Inc",2017-08-31,15,542,28376.88,0,28376.88,15,100
Inter-American Development Bank,2017-10-31,10,326,28374,0,28374,10,100
Pontoon Solutions Inc.,2021-07-03,10,352,28286.72,0,28286.72,10,100
IDC Technologies,2015-12-31,18,616,28212.57,0,28212.57,18,100
Infosys Limited,2019-01-31,2,179.16,28183.87,0,28183.87,1,100
Inter-American Development Bank,2021-11-30,10,312,28183.68,0,28183.68,10,100
Infovision Consultants Inc,2022-06-30,10,352,28160,0,28160,10,100
Gardner Resources Consulting LLC,2023-09-30,13,388,28140,0,28140,13,100
CompuGain LLC,2015-03-31,13,364,28112,0,28112,13,100
IDC Technologies,2017-03-31,15,528,28093.56,0,28093.56,15,100
Inter-American Development Bank,2020-05-31,10,314,28088,0,28088,10,100
Resource Research Company (RSC Solutions)),2017-10-31,26,802,28070,0,28070,24,100
"ECLAT Integrated Software Solutions, Inc",2015-04-30,10,311.25,28012.5,0,28012.5,10,100
"Digital Intelligence Systems, LLC (DISYS)",2016-08-31,14,385,28006,0,28006,14,100
Infosys Limited,2022-01-31,2,164,28003.26,0,28003.26,1,100
Evoke Technologies Inc,2020-03-28,8,320,28000,0,28000,8,100
Inter-American Development Bank,2016-08-31,20,182.5,28000,0,28000,14,100
Infosys Limited,2018-05-31,2,182.744,27988.59,0,27988.59,1,100
Inter-American Development Bank,2019-09-30,10,316,27960,0,27960,10,100
Evoke Technologies Inc,2019-10-31,13,380,27940,0,27940,13,100
Sigma Resources LLC,2014-06-07,18,298,27928,0,27928,10,100
Infosys Limited,2021-05-31,4,160,27887.96,0,27887.96,1,100
Infosys Limited,2024-03-31,1,160,27840,0,27840,1,100
Infosys Limited,2023-02-28,1,160,27840,0,27840,1,100
Inter-American Development Bank,2017-09-30,10,320,27840,0,27840,10,100
"Next Level Business Services, Inc.",2024-11-02,10,368,27784,0,27784,10,100
Infosys Limited,2020-04-30,1,175,27737.5,0,27737.5,1,100
Inter-American Development Bank,2016-05-31,10,189,27720,0,27720,10,100
Resource Research Company (RSC Solutions)),2017-09-30,25,792,27720,0,27720,25,100
Resource Research Company (RSC Solutions)),2017-07-31,25,792,27720,0,27720,25,100
Resource Research Company (RSC Solutions)),2016-07-31,28,792,27720,0,27720,27,100
Resource Research Company (RSC Solutions)),2017-04-30,20,792,27720,0,27720,20,100
Pontoon Solutions Inc.,2019-04-27,12,408,27698.72,0,27698.72,12,100
Infosys Limited,2017-10-31,2,178,27679.16,0,27679.16,1,100
IDC Technologies,2014-11-30,41,588,27677.58,0,27677.58,25,100
"iTech US, Inc",2019-08-03,14,424,27648,0,27648,13,100
Sysmind,2022-11-30,15,464,27584,0,27584,14,100
"Next Level Business Services, Inc.",2021-10-02,10,336,27552,0,27552,10,100
"Next Level Business Services, Inc.",2021-10-31,10,336,27552,0,27552,10,100
Corvus Technology Resources,2016-02-29,6,328,27552,0,27552,6,100
VDart Inc,2017-03-31,14,500,27548,0,27548,14,100
"ECLAT Integrated Software Solutions, Inc",2015-03-31,8,306,27540,0,27540,8,100
"Diverse Lynx, LLC",2022-11-30,15,480,27501.87,0,27501.87,15,100
KPIT,2018-09-01,17,276,27494,0,27494,10,100
Inter-American Development Bank,2021-02-28,8,304,27487.68,0,27487.68,8,100
"Digital Intelligence Systems, LLC (DISYS)",2015-09-30,13,384,27456,0,27456,13,100
CompuGain LLC,2015-06-30,15,356,27440,0,27440,15,100
"Digital Intelligence Systems, LLC (DISYS)",2016-06-30,13,384,27392,0,27392,13,100
"Noah Consulting, LLC",2017-01-31,8,194.28,27379.13,0,27379.13,5,100
CompuGain LLC,2015-07-31,11,355,27356,0,27356,11,100
Senryo Technologies,2017-12-31,20,632,27320,0,27320,20,100
"Digital Intelligence Systems, LLC (DISYS)",2015-07-31,14,383,27317,0,27317,14,100
Senryo Technologies,2018-01-31,21,628,27299,0,27299,19,100
Inter-American Development Bank,2022-09-30,10,301,27283,0,27283,10,100
"Luxoft USA, Inc.",2024-04-30,10,352,27280,0,27280,10,100
"Luxoft USA, Inc.",2023-10-31,10,352,27280,0,27280,10,100
"Luxoft USA, Inc.",2024-05-31,10,352,27280,0,27280,10,100
Infosys Limited,2018-01-31,2,183.2,27255.31,0,27255.31,1,100
"Digital Intelligence Systems, LLC (DISYS)",2016-09-30,14,373,27246,0,27246,14,100
LVN Consulting Corp,2017-08-31,10,368,27232,0,27232,10,100
IDC Technologies,2015-10-31,41,640,27231.06,0,27231.06,25,100
Inter-American Development Bank,2017-04-30,8,320,27200,0,27200,8,100
"Digital Intelligence Systems, LLC (DISYS)",2016-07-31,14,371,27178,0,27178,14,100
"Digital Intelligence Systems, LLC (DISYS)",2015-04-30,12,381,27167,0,27167,12,100
Sigma Resources LLC,2014-05-03,32,282,27160,0,27160,13,100
Resource Research Company (RSC Solutions)),2014-10-31,21,776,27160,0,27160,21,100
Inter-American Development Bank,2017-02-28,12,319,27115,0,27115,12,100
Inter-American Development Bank,2022-05-31,10,297,27055,0,27055,10,100
"Comtech Global, Inc.",2018-03-31,10,336,27048,0,27048,10,100
TechnosoftPro LLC,2024-11-02,10,368,27048,0,27048,10,100
Senryo Technologies,2018-03-03,20,624,27040,0,27040,19,100
Inter-American Development Bank,2020-02-29,8,302,27024,0,27024,8,100
Infosys Limited,2018-08-31,2,181,27013.53,0,27013.53,1,100
"Noah Consulting, LLC",2017-06-30,9,172.48,26972.27,0,26972.27,5,100
Inter-American Development Bank,2019-03-31,12,304,26964,0,26964,11,100
Inter-American Development Bank,2018-09-30,10,304,26904,0,26904,8,100
Infovision Consultants Inc,2022-05-31,10,336,26880,0,26880,10,100
"Luxoft USA, Inc.",2022-09-30,23,336,26880,0,26880,16,100
Infovision Consultants Inc,2022-09-30,10,336,26880,0,26880,10,100
IDC Technologies,2016-06-30,18,600,26878.63,0,26878.63,17,100
CompuGain LLC,2016-02-29,11,327,26850,0,26850,11,100
Inter-American Development Bank,2022-07-31,10,296,26840,0,26840,10,100
Inter-American Development Bank,2020-11-30,10,300,26840,0,26840,10,100
Inter-American Development Bank,2021-05-31,9,297,26830.8,0,26830.8,9,100
"Next Level Business Services, Inc.",2022-01-31,10,328,26816,0,26816,10,100
"Next Level Business Services, Inc.",2021-11-30,11,328,26816,0,26816,10,100
American Partners Inc,2019-03-02,10,176,26763.05,0,26763.05,6,100
Infosys Limited,2022-07-31,3,156,26762.05,0,26762.05,2,100
Logix Guru Inc.,2019-01-05,19,444,26760,0,26760,15,100
LVN Consulting Corp,2017-03-31,14,369,26752,0,26752,13,100
Gardner Resources Consulting LLC,2023-08-05,10,368,26720,0,26720,10,100
"Noah Consulting, LLC",2017-02-28,9,174.07,26665.91,0,26665.91,5,100
"Diverse Lynx, LLC",2019-05-31,26,504,26660,0,26660,20,100
Inter-American Development Bank,2019-01-05,14,300,26592,0,26592,10,100
Inter-American Development Bank,2022-11-30,10,292,26588,0,26588,10,100
"Next Level Business Services, Inc.",2024-08-31,10,352,26576,0,26576,10,100
"Next Level Business Services, Inc.",2025-04-30,10,352,26576,0,26576,10,100
"Next Level Business Services, Inc.",2024-07-31,10,352,26576,0,26576,10,100
"Digital Intelligence Systems, LLC (DISYS)",2015-06-30,14,373,26567,0,26567,14,100
"Noah Consulting, LLC",2016-02-27,9,171.75,26519.75,0,26519.75,5,100
Graviton Consulting,2016-04-30,15,125,26465.35,0,26465.35,4,100
Evoke Technologies Inc,2019-08-31,13,361,26465,0,26465,13,100
Knowledge Builders Inc,2024-07-31,5,299,26461.5,0,26461.5,5,100
Pontoon Solutions Inc.,2021-01-09,10,336,26436.48,0,26436.48,10,100
IDC Technologies,2017-01-31,16,504,26422.62,0,26422.62,16,100
"Luxoft USA, Inc.",2022-11-30,40,330,26400,0,26400,25,100
Inter-American Development Bank,2016-01-31,12,180,26400,0,26400,10,100
Last Word Consulting Inc.,2017-07-31,23,672,26400,0,26400,23,100
Inter-American Development Bank,2016-07-31,11,180,26400,0,26400,10,100
Inter-American Development Bank,2016-11-30,10,180,26400,0,26400,10,100
Inter-American Development Bank,2016-10-31,10,180,26400,0,26400,10,100
IDC Technologies,2016-03-31,15,552,26351.33,0,26351.33,15,100
"SPAR Solutions, LLC",2022-08-31,10,292,26280,0,26280,10,100
"iTech US, Inc",2023-08-05,15,352,26264,0,26264,14,100
Infosys Limited,2018-03-31,3,166.64,26251.92,0,26251.92,1,100
"Noah Consulting, LLC",2016-10-31,9,168.98,26229.54,0,26229.54,5,100
"Noah Consulting, LLC",2016-09-30,9,164.66,26212.64,0,26212.64,5,100
CompuGain LLC,2014-10-31,17,356,26194.45,0,26194.45,14,100
"Digital Intelligence Systems, LLC (DISYS)",2016-05-31,13,367,26181,0,26181,13,100
Resource Research Company (RSC Solutions)),2017-02-28,25,748,26180,0,26180,25,100
"Noah Consulting, LLC",2016-07-31,12,166.84,26127.26,0,26127.26,8,100
"Luxoft USA, Inc.",2023-09-02,9,336,26120,0,26120,9,100
"Digital Intelligence Systems, LLC (DISYS)",2015-10-31,13,367,26117,0,26117,13,100
"Luxoft USA, Inc.",2022-10-31,10,326,26080,0,26080,10,100
Infosys Limited,2021-04-30,1,165.5,26066.25,0,26066.25,1,100
Sigma Resources LLC,2014-02-28,41,125,26048,0,26048,10,100
LVN Consulting Corp,2017-10-31,10,352,26048,0,26048,10,100
LVN Consulting Corp,2017-06-30,10,352,26048,0,26048,10,100
Emergere Technologies,2021-09-04,10,352,26048,0,26048,10,100
R88 Inc.,2024-11-02,12,423,26046,0,26046,12,100
Rose International,2019-05-04,11,248,26045.66,0,26045.66,10,100
RSC Solutions (Resource Search Company),2017-09-30,22,719,26045,0,26045,22,100
Inter-American Development Bank,2021-01-31,8,288,26040.96,0,26040.96,8,100
Inter-American Development Bank,2016-09-30,10,172.5,26040,0,26040,9,100
"Luxoft USA, Inc.",2024-02-03,10,336,26040,0,26040,10,100
"Digital Intelligence Systems, LLC (DISYS)",2015-11-30,13,363,26009,0,26009,13,100
"Luxoft USA, Inc.",2024-08-31,10,336,26000,0,26000,9,100
"Digital Intelligence Systems, LLC (DISYS)",2015-03-31,15,372,25989.38,0,25989.38,13,100
"Clarendon Partners, LLC",2015-10-31,6,176,25968.59,0,25968.59,5,100
"Digital Intelligence Systems, LLC (DISYS)",2016-04-30,14,364,25956,0,25956,14,100
"iTech US, Inc",2018-11-30,18,552,25950.4,0,25950.4,18,100
RSC Solutions (Resource Search Company),2018-05-31,21,706,25948,0,25948,21,100
IDC Technologies,2015-01-31,16,520,25944,0,25944,16,100
"Digital Intelligence Systems, LLC (DISYS)",2016-10-31,13,357,25926,0,25926,13,100
"iTech US, Inc",2019-07-27,8,288,25920,0,25920,8,100
IDC Technologies,2015-08-31,23,552,25888,0,25888,18,100
"iTech US, Inc",2023-07-29,10,344,25880,0,25880,10,100
TechnosoftPro LLC,2024-05-31,10,352,25872,0,25872,10,100
TechnosoftPro LLC,2024-07-31,10,352,25872,0,25872,10,100
Inter-American Development Bank,2017-07-31,10,304,25840,0,25840,10,100
NTT Data,2017-06-30,10,387,25814,0,25814,10,100
AMA Global Technology Inc.,2024-11-30,14,408,25800,0,25800,14,100
Knowledge Builders Inc,2022-12-31,10,291.5,25797.75,0,25797.75,10,100
Nityo Inc.,2018-08-31,34,392,25776.84,0,25776.84,21,100
Pyramid Consulting Inc,2018-05-31,15,385,25765,0,25765,15,100
Infovision Consultants Inc,2021-01-31,19,336,25720,0,25720,13,100
Access Data Consulting Corporation,2016-01-31,13,152,25719.25,0,25719.25,4,100
LVN Consulting Corp,2017-07-31,13,348,25708,0,25708,13,100
Infosys Limited,2018-02-28,3,162.13,25707.96,0,25707.96,1,100
Infosys Limited,2021-08-07,1,157.5,25683.53,0,25683.53,1,100
"Next Level Business Services, Inc.",2022-03-05,10,312,25664,0,25664,10,100
Graviton Consulting,2015-12-31,9,180,25626.56,0,25626.56,5,100
SevenTablets Inc.,2024-11-02,16,744,25624,0,25624,16,100
"Luxoft USA, Inc.",2022-12-31,10,320,25600,0,25600,10,100
"Digital Intelligence Systems, LLC (DISYS)",2015-08-31,13,359,25581,0,25581,13,100
Pyramid Consulting Inc.,2022-08-31,10,336,25577.28,0,25577.28,10,100
Datanomics,2019-10-31,10,368,25576,0,25576,10,100
Datanomics,2018-08-31,10,368,25576,0,25576,10,100
Experis,2014-07-31,18,429,25575,0,25575,16,100
"Pinnacle Software Consulting, Inc.",2022-10-31,15,501,25539,0,25539,15,100
CompuGain LLC,2014-12-31,13,336,25536,0,25536,13,100
RSC Solutions (Resource Search Company),2018-08-31,29,696,25528,0,25528,24,100
"Clarendon Partners, LLC",2015-06-30,19,176,25459.19,0,25459.19,10,100
"Digital Intelligence Systems, LLC (DISYS)",2016-03-31,12,359,25453,0,25453,12,100
CompuGain LLC,2015-05-31,14,330,25452,0,25452,13,100
Nityo Inc.,2018-06-30,11,346,25448,0,25448,11,100
LVN Consulting Corp,2017-05-31,10,344,25448,0,25448,10,100
"Luxoft USA, Inc.",2024-09-30,10,328,25440,0,25440,10,100
CompuGain LLC,2015-02-28,13,328,25424,0,25424,12,100
"Luxoft USA, Inc.",2024-02-29,12,328,25400,0,25400,12,100
LVN Consulting Corp,2016-08-31,10,368,25392,0,25392,10,100
LVN Consulting Corp,2016-03-31,10,368,25392,0,25392,10,100
"SPAR Solutions, LLC",2022-10-31,10,282,25380,0,25380,10,100
"Next Level Business Services, Inc.",2025-02-01,10,336,25368,0,25368,10,100
Last Word Consulting Inc.,2017-04-30,17,646,25360,0,25360,17,100
CompuGain LLC,2014-09-30,10,342,25324,0,25324,10,100
"Noah Consulting, LLC",2017-07-31,9,166.91,25312.83,0,25312.83,5,100
CompuGain LLC,2015-11-30,13,309,25302,0,25302,13,100
Infosys,2016-11-30,3,337,25300,0,25300,3,100
"iTech US, Inc",2022-03-19,11,376,25291.68,0,25291.68,11,100
"iTech US, Inc",2023-09-09,10,344,25288,0,25288,10,100
TechnosoftPro LLC,2025-04-30,20,344,25280,0,25280,15,100
"Noah Consulting, LLC",2016-11-30,28,170.01,25258.48,0,25258.48,10,100
HireGenics Inc  (ACS Group),2023-03-31,10,289,25244.15,0,25244.15,10,100
Software Specialists,2015-12-31,13,360.5,25235,0,25235,13,100
"Digital Intelligence Systems, LLC (DISYS)",2017-01-31,12,347,25218,0,25218,12,100
Infosys Limited,2019-02-28,2,151.75,25200.79,0,25200.79,1,100
Infosys Limited,2021-02-28,1,160,25200,0,25200,1,100
"Next Level Business Services, Inc.",2021-12-31,10,312,25184,0,25184,9,100
Pyramid Consulting Inc.,2022-04-30,10,329.5,25170.56,0,25170.56,10,100
Inter-American Development Bank,2016-12-31,10,185,25160,0,25160,9,100
CompuGain LLC,2015-01-31,14,329,25154,0,25154,13,100
Software People Inc,2017-11-30,21,524.5,25137.5,0,25137.5,21,100
"Digital Intelligence Systems, LLC (DISYS)",2015-01-31,14,353,25131,0,25131,14,100
AmpsTek LLC,2024-11-02,9,350,25098.5,0,25098.5,9,100
"Digital Intelligence Systems, LLC (DISYS)",2016-01-31,13,351,25045,0,25045,11,100
AMA Global Technology Inc.,2024-11-02,12,384,25040,0,25040,12,100
TCC Software Solutions,2015-03-31,17,544,25008,0,25008,17,100
"Digital Intelligence Systems, LLC (DISYS)",2015-02-28,12,350.5,25007.5,0,25007.5,12,100
R88 Inc.,2024-11-30,13,368,24960,0,24960,13,100
IDC Technologies,2017-02-28,15,472,24947.44,0,24947.44,15,100
"E-Solutions, Inc.",2022-03-31,14,440,24936,0,24936,14,100
"iTech US, Inc",2017-09-30,15,476,24899.68,0,24899.68,15,100
Infosys Limited,2020-05-31,1,157,24884.5,0,24884.5,1,100
Emergere Technologies,2021-12-31,10,336,24864,0,24864,10,100
Emergere Technologies,2021-10-31,10,336,24864,0,24864,10,100
LVN Consulting Corp,2017-11-30,10,336,24864,0,24864,10,100
TCC Software Solutions,2016-03-31,15,540,24816,0,24816,15,100
"Luxoft USA, Inc.",2024-12-31,10,320,24800,0,24800,10,100
"Luxoft USA, Inc.",2023-11-30,10,320,24800,0,24800,10,100
"Luxoft USA, Inc.",2023-09-30,10,320,24800,0,24800,10,100
Knowledge Builders Inc,2024-05-31,5,279.5,24735.75,0,24735.75,5,100
Pyramid Consulting Inc.,2022-05-31,10,324,24730.56,0,24730.56,10,100
KPIT,2017-08-31,12,200,24724.42,0,24724.42,6,100
Knowledge Builders Inc,2024-09-14,5,279.25,24713.63,0,24713.63,5,100
TechnosoftPro LLC,2025-05-31,10,336,24696,0,24696,10,100
TechnosoftPro LLC,2024-12-31,10,336,24696,0,24696,10,100
TechnosoftPro LLC,2025-04-05,12,336,24696,0,24696,10,100
TechnosoftPro LLC,2025-02-01,10,336,24696,0,24696,10,100
RSC Solutions (Resource Search Company),2018-07-31,20,672,24696,0,24696,20,100
